,ROLES,Companies,Experience,Salary,Location,Skills,Search,Clean_data,Title_new
375,data scientist - it,e-Hireo Global Pvt Ltd,4-9 ,,Gurgaon Gurugram,"python,machine learning,data science,data scientist,data management,data analytics,machine learning","data scientist - it,Gurgaon Gurugram",data scientist gurgaon gurugram,Scientist
376,data scientist - application & operations,Global Talent Pool,7-10 ,,Pune,"unix,o2c,erp,accounting,report writing,billing,troubleshooting,sql","data scientist - application & operations,Pune",data scientist application operation pune,Scientist
377,jr data scientist,Bigshyft Hiring for NextGen Invent Corporation,1-3 ,800000 - 1200000 ,Delhi,"mysql,hadoop,machine learning ml,statistical modelling,python","jr data scientist,Delhi",jr data scientist delhi,Scientist
378,data scientist - tableau/power bi,Talent Stock Solutions,1-3 ,,Delhi,"python,data science,machine learning,aws,tableau,data science,r","data scientist - tableau/power bi,Delhi",data scientist tableau power bi delhi,Scientist
379,python data scientist - banking/ retail domain - iit/ iim /isi/ dse,Huquo Consulting Pvt. Ltd,1-5 ,,Delhi NCR,"data science,nlp,sas,data scientist,data management,data analytics,statistics,analytics","python data scientist - banking/ retail domain - iit/ iim /isi/ dse,Delhi NCR",python data scientist banking retail domain iit iim isi dse delhi ncr,Scientist
380,contractual job opening for data scientist (big data + hadoop +devops),AddRec Solutions Pvt.Ltd.,3-8 ,,Ahmedabad,"hadoop,big data,devops,it skills,cloud,devops,big data,aws","contractual job opening for data scientist (big data + hadoop +devops),Ahmedabad",contractual job opening data scientist big data hadoop devops ahmedabad,Scientist
381,solution engineering data scientist - bpo consulting,Market Scope,10-20 ,,India,"bpo,customer service,data science,process automation,data scientist,bid management,presales,digital transformation","solution engineering data scientist - bpo consulting,India",solution engineering data scientist bpo consulting india,Scientist
382,data scientist - r/spss/python,Serving Skill,2-6 ,,Japan,"python,data science,r,dataops,data scientist,data management,statistical modeling","data scientist - r/spss/python,Japan",data scientist r spss python japan,Scientist
383,data scientist - big data / machine learning,India Israel Innovation HUB,7-12 ,1000000 - 1800000 ,Delhi NCR,"python,c#,data science,java,data scientist,artificial intelligence,scala","data scientist - big data / machine learning,Delhi NCR",data scientist big data machine learning delhi ncr,Scientist
384,senior data & applied scientist,Microsoft India (R and D) Pvt Ltd,7-10 ,,"Hyderabad, telangana","python,machine learning,big data,tableau,power bi,azure,supply chain","senior data & applied scientist,Hyderabad, telangana",senior data applied scientist hyderabad telangana,Lead
385,instacar - data scientist,Instacar,3-8 ,,"Delhi NCR, India","data science,data scientist,dbms,solution design,deep learning","instacar - data scientist,Delhi NCR, India",instacar data scientist delhi ncr india,Scientist
386,data scientist,Spineor Webservices Private Limited,1-5 ,200000 - 700000 ,Mohali,"java,python,machine learning,azure,azure,spark,machine learning","data scientist,Mohali",data scientist mohali,Scientist
387,data scientist | irissoftware | noida,Iris Software Inc,4-8 ,,Delhi NCR,"nlp,machine learning,python,it skills,python,machine learning,tensorflow,opencv","data scientist | irissoftware | noida,Delhi NCR",data scientist irissoftware noida delhi ncr,Scientist
388,data scientist @ iris software,Iris Software Inc,4-8 ,,Delhi NCR,"python,machine learning,tensorflow,nlp,opencv,artificial intelligence,keras","data scientist @ iris software,Delhi NCR",data scientist iris software delhi ncr,Scientist
389,data scientist,Extramarks Education India Pvt Ltd,2-5 ,1400000 - 2000000 ,Noida(Sector-63 Noida),"python,nlp,chatbot","data scientist,Noida(Sector-63 Noida)",data scientist noida sector noida,Scientist
390,data scientist,Eighteen Pixels India Private Limited,3-5 ,,Delhi NCR(Barakhamba Road),"python,testing,data science,machine learning,python,nlp,structural equation modelling","data scientist,Delhi NCR(Barakhamba Road)",data scientist delhi ncr barakhamba road,Scientist
391,data scientist,HR Devi and Associates,4-6 ,,Trivandrum,"help desk,customer service,customer relationship,access controls,telephony support,asset management,vendor management,information","data scientist,Trivandrum",data scientist trivandrum,Scientist
392,data scientist / engineer,FrankPro Consulting [OPC],3-7 ,,Ahmedabad,"machine learning,data scientist / engineer","data scientist / engineer,Ahmedabad",data scientist engineer ahmedabad,Scientist
393,data scientist embedded systems innovation,CareerXperts Consulting,3-7 ,,India,"unix,c++,git,analytical,consulting,machine learning,debugging,product design","data scientist embedded systems innovation,India",data scientist embedded system innovation india,Scientist
394,data scientist,MIC Business Labs Pvt Ltd.,2-7 ,,Meerut,"help desk,customer service,customer relationship,access controls,telephony support,asset management,vendor management,information","data scientist,Meerut",data scientist meerut,Scientist
395,data scientist | 3+ years | mumbai - andheri,RecruiterLane Services,3-8 ,1000000 - 1800000 ,Mumbai,"python,data science,machine learning,pytorch","data scientist | 3+ years | mumbai - andheri,Mumbai",data scientist year mumbai andheri mumbai,Scientist
396,data analyst/scientist,Amity University (a unit of Ritnand Balved Education Foundation),6-8 ,500000 - 800000 ,"Delhi NCR, Ghaziabad",data analysis,"data analyst/scientist,Delhi NCR, Ghaziabad",data analyst scientist delhi ncr ghaziabad,Scientist
397,data scientists in bangalore on initial wfh basis,ArrisTechnologies,8-13 ,,Bengaluru,"cnn,rnn,nlp,lstm,work from home,artificial intelligence,natural language processing,wfh","data scientists in bangalore on initial wfh basis,Bengaluru",data scientist bangalore initial wfh basis bengaluru,Scientist
398,hiring | jr./ sr. data scientist | bgv co. | gurgaon,Landmark ADV,1-4 ,500000 - 1500000 ,Delhi NCR,"python,unit testing,flask framework,linux,system design,tdd,coding","hiring | jr./ sr. data scientist | bgv co. | gurgaon,Delhi NCR",hiring jr sr data scientist bgv co gurgaon delhi ncr,Scientist
399,principal data scientist,Acelinkers Consultancy Services Pvt Ltd,12-16 ,2000000 - 3500000 ,Hyderabad,data scientist,"principal data scientist,Hyderabad",principal data scientist hyderabad,Scientist
400,"data scientist(python , hadoop)-hyderabad",Kelly Services India Pvt. Ltd.,2-7 ,600000 - 1500000 ,"Hyderabad, Any","artificial intelligence,collaborative filtering,algorithms,nlp,natural language processing,hadoop,mongodb,machine learning","data scientist(python , hadoop)-hyderabad,Hyderabad, Any",data scientist python hadoop hyderabad hyderabad,Scientist
401,data scientists needed in pune on cth mode for a us mnc,Eyeglobal Solutions Private Limited,3-6 ,500000 - 1500000 ,Pune,"r,pattern recognition,nlp,pytorch,artificial intelligence,natural language processing,neural networks,tensor flow","data scientists needed in pune on cth mode for a us mnc,Pune",data scientist needed pune cth mode u mnc pune,Scientist
402,data scientist,HEXAGON EXECUTIVE SEARCH PRIVATE LIMITED,7-10 ,,"Pune, Nagpur","python,data science,machine learning,statistics,python","data scientist,Pune, Nagpur",data scientist pune nagpur,Scientist
403,data scientist - r & python - pune,Eyeglobal Solutions Private Limited,5-10 ,,Pune,"r,machine learning,python,it skills,python,machine learning,gcp,cloud","data scientist - r & python - pune,Pune",data scientist r python pune pune,Scientist
404,data scientist | global cutting edge mark-tech co.,Unnati,2-4 ,,"India, Noida","near and logistic regression,model building,natural language processing,text mining algorithms,svm,scrapping,bayesian methods,random forest","data scientist | global cutting edge mark-tech co.,India, Noida",data scientist global cutting edge mark tech co india noida,Scientist
405,"opening for data scientist ,5-8 yrs experience-gurgaon/hyderabad",OnPoint Corporate Services,5-10 ,1000000 - 2000000 ,Delhi NCR,"java,python,data science,data science engineer,ingestion frameworks,data analytics,data distribution","opening for data scientist ,5-8 yrs experience-gurgaon/hyderabad,Delhi NCR",opening data scientist yr experience gurgaon hyderabad delhi ncr,Scientist
406,sr. ai data scientist for banglore location,CAREER VISION SOLUTIONS,5-10 ,1000000 - 1500000 ,Bengaluru,"python,machine learning,aws,hadoop stack,natural language processing,mongodb,machine learning","sr. ai data scientist for banglore location,Bengaluru",sr ai data scientist banglore location bengaluru,Scientist
407,data scientist - iit/ nit,Talent Stock Solutions,6-10 ,1700000 - 2500000 ,Delhi NCR,"r,mysql,python,bigquery,power bi,problem solving,regression,tableau","data scientist - iit/ nit,Delhi NCR",data scientist iit nit delhi ncr,Scientist
408,data scientist - machine learning/deep learning for bangalore location,Inncon,2-6 ,900000 - 1500000 ,Bengaluru,"data science,spark,cloud,pyspark,databricks,machine learning,deep learning,python","data scientist - machine learning/deep learning for bangalore location,Bengaluru",data scientist machine learning deep learning bangalore location bengaluru,Scientist
409,sr. data scientist- immediate joiner,IEMS HR SOLUTIONS,5-8 ,1500000 - 2500000 ,Delhi NCR,"cnn,image processing,neural networks,computer vision,deep learning,python","sr. data scientist- immediate joiner,Delhi NCR",sr data scientist immediate joiner delhi ncr,Scientist
410,data scientist - delhi (automobile oem),Industrial Personnel Network,5-8 ,1600000 - 2000000 ,Delhi,"data scientist,big data,data analytics,phd","data scientist - delhi (automobile oem),Delhi",data scientist delhi automobile oem delhi,Scientist
411,data scientist - ai/ml,MyITBridge,2-5 ,1000000 - 2000000 ,"India, Coimbatore","python,tensorflow,data,artificial intelligence,ai,big data,machine learning","data scientist - ai/ml,India, Coimbatore",data scientist ai ml india coimbatore,Scientist
412,data scientist intern,zBliss Technologies,0-2 ,,India,"data analysis,data management,data science,intern,coding,project management,machine learning,healthcare","data scientist intern,India",data scientist intern india,Scientist
413,lead data scientist - analyst,ExecBoardinAsia,5-10 ,,Mumbai,"analyst,manager technology,workflow,data analytics,research","lead data scientist - analyst,Mumbai",lead data scientist analyst mumbai,Lead
414,data scientist,Talent Corner HR Services Pvt Ltd,4-8 ,,"Nasik, Mysore, Indore, Aurangabad, Coimbatore, Visakhapatnam, Vijayawada","data science,data science,leadership,phyton,redshift,ad tech,sql","data scientist,Nasik, Mysore, Indore, Aurangabad, Coimbatore, Visakhapatnam, Vijayawada",data scientist nasik mysore indore aurangabad coimbatore visakhapatnam vijayawada,Scientist
415,data scientist ii,Bundl Technologies Pvt Ltd,3-5 ,,Bengaluru,"computer science,data analysis,operations research,coding,scala,open source,data mining,distribution system","data scientist ii,Bengaluru",data scientist ii bengaluru,Scientist
416,data scientist intern rigbot,rigbot.com,0-1 ,,Not Specified,"data science,python,r,hadeep,machine learning,sql","data scientist intern rigbot,Not Specified",data scientist intern rigbot specified,Scientist
417,data scientist intern,Salasar New Age Technologies,0-2 ,,Delhi NCR,"raining,intern,opencv,research","data scientist intern,Delhi NCR",data scientist intern delhi ncr,Scientist
418,data scientist engineer,Netcore Solutions Pvt Ltd,3-6 ,,Mumbai,"c++,automation,linux,project management,mysql,javascript,php,data structures","data scientist engineer,Mumbai",data scientist engineer mumbai,Scientist
419,data scientist - machine learning engineer,Aera Technology,6-8 ,,Pune,"an,algorithms,business operations,computer science,relationship executive,apache,linux,infrastructure","data scientist - machine learning engineer,Pune",data scientist machine learning engineer pune,Scientist
420,data scientist trainee,QuickXpert Infotech,0-5 ,,"India, Thane","python,data science,python,oracle,oracle developer,ai,python developer","data scientist trainee,India, Thane",data scientist trainee india thane,Scientist
421,data scientist operational research,Delhivery,1-3 ,,Delhi NCR,"upply chain,operations research,c++,analytical,tools,cms,customer service,distribution network","data scientist operational research,Delhi NCR",data scientist operational research delhi ncr,Scientist
422,data scientist lead,BIRLASOFT LIMITED,4-9 ,,Pune,"python,machine learning,cloud,r,nlp,algorithms,glm","data scientist lead,Pune",data scientist lead pune,Lead
423,"etech, gandhinagar is hiring data scientists(journey analytics)",EGS Contact Center Solutions Private Limited,4-7 ,500000 - 1200000 ,"Gandhinagar, Ahmedabad(Gandhi Nagar)","etl,sql,python,it skills,python,dba,javascript,tableau","etech, gandhinagar is hiring data scientists(journey analytics),Gandhinagar, Ahmedabad(Gandhi Nagar)",etech gandhinagar hiring data scientist journey analytics gandhinagar ahmedabad gandhi nagar,Scientist
424,scientific research data scientist r&d,CareerXperts Consulting,4-7 ,,Bengaluru,"unix,c++,git,analytical,consulting,machine learning,debugging,product design","scientific research data scientist r&d,Bengaluru",scientific research data scientist r bengaluru,Scientist
425,data scientist professional - kolkata,Larsen Toubro Limited,7-9 ,800000 - 1500000 ,Kolkata,"ms sql,statistical modeling,data analytics,ssrs,data modeling,ssis,python","data scientist professional - kolkata,Kolkata",data scientist professional kolkata kolkata,Scientist
426,senior data scientist lead (manager),Microsoft India (R and D) Pvt Ltd,5-10 ,,"Hyderabad, telangana","python,data science,machine learning,computer science,c++,data analysis,linux","senior data scientist lead (manager),Hyderabad, telangana",senior data scientist lead manager hyderabad telangana,Lead
